season,week,celebrity_name,wiki_title,wiki_edits_week,wiki_editors_week,wiki_bytes_net_week,window_start,window_end,status
9,3,Chuck Liddell,Chuck Liddell,4,2,124,2009-10-05,2009-10-11,OK
9,4,Chuck Liddell,Chuck Liddell,0,0,0,2009-10-12,2009-10-18,OK
9,5,Chuck Liddell,Chuck Liddell,2,2,0,2009-10-19,2009-10-25,OK
9,6,Chuck Liddell,Chuck Liddell,0,0,0,2009-10-26,2009-11-01,OK
9,7,Chuck Liddell,Chuck Liddell,3,3,-432,2009-11-02,2009-11-08,OK
9,8,Chuck Liddell,Chuck Liddell,0,0,0,2009-11-09,2009-11-15,OK
9,9,Chuck Liddell,Chuck Liddell,5,2,-13,2009-11-16,2009-11-22,OK
9,10,Chuck Liddell,Chuck Liddell,0,0,0,2009-11-23,2009-11-29,OK
9,1,Debi Mazar,Debi Mazar,6,5,-127,2009-09-21,2009-09-27,OK
9,2,Debi Mazar,Debi Mazar,1,1,0,2009-09-28,2009-10-04,OK
9,3,Debi Mazar,Debi Mazar,7,4,-29,2009-10-05,2009-10-11,OK
9,4,Debi Mazar,Debi Mazar,3,2,7,2009-10-12,2009-10-18,OK
9,5,Debi Mazar,Debi Mazar,11,5,-315,2009-10-19,2009-10-25,OK
9,6,Debi Mazar,Debi Mazar,2,2,96,2009-10-26,2009-11-01,OK
9,7,Debi Mazar,Debi Mazar,1,1,0,2009-11-02,2009-11-08,OK
9,8,Debi Mazar,Debi Mazar,5,3,-6,2009-11-09,2009-11-15,OK
9,9,Debi Mazar,Debi Mazar,3,3,-124,2009-11-16,2009-11-22,OK
9,10,Debi Mazar,Debi Mazar,3,3,-33,2009-11-23,2009-11-29,OK
9,1,Donny Osmond,Donny Osmond,2,1,-2,2009-09-21,2009-09-27,OK
9,2,Donny Osmond,Donny Osmond,4,3,36,2009-09-28,2009-10-04,OK
9,3,Donny Osmond,Donny Osmond,12,12,-102,2009-10-05,2009-10-11,OK
9,4,Donny Osmond,Donny Osmond,4,4,-57,2009-10-12,2009-10-18,OK
9,5,Donny Osmond,Donny Osmond,5,5,-125,2009-10-19,2009-10-25,OK
9,6,Donny Osmond,Donny Osmond,3,3,0,2009-10-26,2009-11-01,OK
9,7,Donny Osmond,Donny Osmond,4,2,-82,2009-11-02,2009-11-08,OK
9,8,Donny Osmond,Donny Osmond,2,2,0,2009-11-09,2009-11-15,OK
9,9,Donny Osmond,Donny Osmond,16,13,-52,2009-11-16,2009-11-22,OK
9,10,Donny Osmond,Donny Osmond,53,37,-34,2009-11-23,2009-11-29,OK
9,1,Joanna Krupa,Joanna Krupa,12,6,1554,2009-09-21,2009-09-27,OK
9,2,Joanna Krupa,Joanna Krupa,1,1,0,2009-09-28,2009-10-04,OK
9,3,Joanna Krupa,Joanna Krupa,3,2,1285,2009-10-05,2009-10-11,OK
9,4,Joanna Krupa,Joanna Krupa,22,7,64,2009-10-12,2009-10-18,OK
9,5,Joanna Krupa,Joanna Krupa,6,3,3,2009-10-19,2009-10-25,OK
9,6,Joanna Krupa,Joanna Krupa,16,8,-240,2009-10-26,2009-11-01,OK
9,7,Joanna Krupa,Joanna Krupa,11,9,-91,2009-11-02,2009-11-08,OK
9,8,Joanna Krupa,Joanna Krupa,13,5,48,2009-11-09,2009-11-15,OK
9,9,Joanna Krupa,Joanna Krupa,45,21,1349,2009-11-16,2009-11-22,OK
9,10,Joanna Krupa,Joanna Krupa,3,2,1,2009-11-23,2009-11-29,OK
9,1,Kathy Ireland,Kathy Ireland,18,10,188,2009-09-21,2009-09-27,OK
9,2,Kathy Ireland,Kathy Ireland,2,2,52,2009-09-28,2009-10-04,OK
9,3,Kathy Ireland,Kathy Ireland,2,2,0,2009-10-05,2009-10-11,OK
9,4,Kathy Ireland,Kathy Ireland,3,2,-10,2009-10-12,2009-10-18,OK
9,5,Kathy Ireland,Kathy Ireland,3,2,37,2009-10-19,2009-10-25,OK
9,6,Kathy Ireland,Kathy Ireland,0,0,0,2009-10-26,2009-11-01,OK
9,7,Kathy Ireland,Kathy Ireland,0,0,0,2009-11-02,2009-11-08,OK
9,8,Kathy Ireland,Kathy Ireland,0,0,0,2009-11-09,2009-11-15,OK
9,9,Kathy Ireland,Kathy Ireland,2,1,12,2009-11-16,2009-11-22,OK
9,10,Kathy Ireland,Kathy Ireland,0,0,0,2009-11-23,2009-11-29,OK
9,1,Kelly Osbourne,Kelly Osbourne,23,19,-46,2009-09-21,2009-09-27,OK
9,2,Kelly Osbourne,Kelly Osbourne,5,5,-17,2009-09-28,2009-10-04,OK
9,3,Kelly Osbourne,Kelly Osbourne,4,3,-19,2009-10-05,2009-10-11,OK
9,4,Kelly Osbourne,Kelly Osbourne,6,6,87,2009-10-12,2009-10-18,OK
9,5,Kelly Osbourne,Kelly Osbourne,8,5,-702,2009-10-19,2009-10-25,OK
9,6,Kelly Osbourne,Kelly Osbourne,11,8,-36,2009-10-26,2009-11-01,OK
9,7,Kelly Osbourne,Kelly Osbourne,1,1,0,2009-11-02,2009-11-08,OK
9,8,Kelly Osbourne,Kelly Osbourne,2,2,0,2009-11-09,2009-11-15,OK
9,9,Kelly Osbourne,Kelly Osbourne,12,10,-343,2009-11-16,2009-11-22,OK
9,10,Kelly Osbourne,Kelly Osbourne,19,12,-1570,2009-11-23,2009-11-29,OK
9,1,Louie Vito,Louie Vito,7,5,48,2009-09-21,2009-09-27,OK
9,2,Louie Vito,Louie Vito,13,5,1330,2009-09-28,2009-10-04,OK
9,3,Louie Vito,Louie Vito,6,2,-33,2009-10-05,2009-10-11,OK
9,4,Louie Vito,Louie Vito,5,5,1,2009-10-12,2009-10-18,OK
9,5,Louie Vito,Louie Vito,23,10,-1107,2009-10-19,2009-10-25,OK
9,6,Louie Vito,Louie Vito,14,7,716,2009-10-26,2009-11-01,OK
9,7,Louie Vito,Louie Vito,4,3,-106,2009-11-02,2009-11-08,OK
9,8,Louie Vito,Louie Vito,0,0,0,2009-11-09,2009-11-15,OK
9,9,Louie Vito,Louie Vito,2,2,81,2009-11-16,2009-11-22,OK
9,10,Louie Vito,Louie Vito,1,1,0,2009-11-23,2009-11-29,OK
9,1,Macy Gray,Macy Gray,16,7,-21,2009-09-21,2009-09-27,OK
9,2,Macy Gray,Macy Gray,1,1,0,2009-09-28,2009-10-04,OK
9,3,Macy Gray,Macy Gray,0,0,0,2009-10-05,2009-10-11,OK
9,4,Macy Gray,Macy Gray,4,3,-74,2009-10-12,2009-10-18,OK
9,5,Macy Gray,Macy Gray,5,5,0,2009-10-19,2009-10-25,OK
9,6,Macy Gray,Macy Gray,0,0,0,2009-10-26,2009-11-01,OK
9,7,Macy Gray,Macy Gray,1,1,0,2009-11-02,2009-11-08,OK
9,8,Macy Gray,Macy Gray,2,2,-8,2009-11-09,2009-11-15,OK
9,9,Macy Gray,Macy Gray,2,1,0,2009-11-16,2009-11-22,OK
9,10,Macy Gray,Macy Gray,0,0,0,2009-11-23,2009-11-29,OK
9,1,Mark Dacascos,Mark Dacascos,8,3,69,2009-09-21,2009-09-27,OK
9,2,Mark Dacascos,Mark Dacascos,3,1,-9,2009-09-28,2009-10-04,OK
9,3,Mark Dacascos,Mark Dacascos,5,3,32,2009-10-05,2009-10-11,OK
9,4,Mark Dacascos,Mark Dacascos,0,0,0,2009-10-12,2009-10-18,OK
9,5,Mark Dacascos,Mark Dacascos,1,1,0,2009-10-19,2009-10-25,OK
9,6,Mark Dacascos,Mark Dacascos,2,2,0,2009-10-26,2009-11-01,OK
9,7,Mark Dacascos,Mark Dacascos,1,1,0,2009-11-02,2009-11-08,OK
9,8,Mark Dacascos,Mark Dacascos,6,2,-131,2009-11-09,2009-11-15,OK
9,9,Mark Dacascos,Mark Dacascos,2,2,0,2009-11-16,2009-11-22,OK
9,10,Mark Dacascos,Mark Dacascos,0,0,0,2009-11-23,2009-11-29,OK
9,1,Melissa Joan Hart,Melissa Joan Hart,11,5,-93,2009-09-21,2009-09-27,OK
9,2,Melissa Joan Hart,Melissa Joan Hart,3,3,-2,2009-09-28,2009-10-04,OK
9,3,Melissa Joan Hart,Melissa Joan Hart,6,5,31,2009-10-05,2009-10-11,OK
9,4,Melissa Joan Hart,Melissa Joan Hart,10,8,485,2009-10-12,2009-10-18,OK
9,5,Melissa Joan Hart,Melissa Joan Hart,8,3,382,2009-10-19,2009-10-25,OK
9,6,Melissa Joan Hart,Melissa Joan Hart,13,8,784,2009-10-26,2009-11-01,OK
9,7,Melissa Joan Hart,Melissa Joan Hart,5,5,-153,2009-11-02,2009-11-08,OK
9,8,Melissa Joan Hart,Melissa Joan Hart,2,2,0,2009-11-09,2009-11-15,OK
9,9,Melissa Joan Hart,Melissa Joan Hart,0,0,0,2009-11-16,2009-11-22,OK
9,10,Melissa Joan Hart,Melissa Joan Hart,2,2,4,2009-11-23,2009-11-29,OK
9,1,Michael Irvin,Michael Irvin,3,3,38,2009-09-21,2009-09-27,OK
9,2,Michael Irvin,Michael Irvin,3,3,-32,2009-09-28,2009-10-04,OK
9,3,Michael Irvin,Michael Irvin,0,0,0,2009-10-05,2009-10-11,OK
9,4,Michael Irvin,Michael Irvin,1,1,0,2009-10-12,2009-10-18,OK
9,5,Michael Irvin,Michael Irvin,0,0,0,2009-10-19,2009-10-25,OK
9,6,Michael Irvin,Michael Irvin,0,0,0,2009-10-26,2009-11-01,OK
9,7,Michael Irvin,Michael Irvin,9,6,-722,2009-11-02,2009-11-08,OK
9,8,Michael Irvin,Michael Irvin,1,1,0,2009-11-09,2009-11-15,OK
9,9,Michael Irvin,Michael Irvin,2,2,-5,2009-11-16,2009-11-22,OK
9,10,Michael Irvin,Michael Irvin,2,2,-127,2009-11-23,2009-11-29,OK
9,1,Mya,Mya (singer),7,5,-35,2009-09-21,2009-09-27,OK
9,2,Mya,Mya (singer),23,13,75,2009-09-28,2009-10-04,OK
9,3,Mya,Mya (singer),11,6,-205,2009-10-05,2009-10-11,OK
9,4,Mya,Mya (singer),13,7,-205,2009-10-12,2009-10-18,OK
9,5,Mya,Mya (singer),34,13,-757,2009-10-19,2009-10-25,OK
9,6,Mya,Mya (singer),13,11,-127,2009-10-26,2009-11-01,OK
9,7,Mya,Mya (singer),8,5,-5,2009-11-02,2009-11-08,OK
9,8,Mya,Mya (singer),4,3,0,2009-11-09,2009-11-15,OK
9,9,Mya,Mya (singer),3,3,-69,2009-11-16,2009-11-22,OK
9,10,Mya,Mya (singer),22,17,2846,2009-11-23,2009-11-29,OK
9,1,Natalie Coughlin,Natalie Coughlin,3,3,139,2009-09-21,2009-09-27,OK
9,2,Natalie Coughlin,Natalie Coughlin,0,0,0,2009-09-28,2009-10-04,OK
9,3,Natalie Coughlin,Natalie Coughlin,0,0,0,2009-10-05,2009-10-11,OK
9,4,Natalie Coughlin,Natalie Coughlin,2,2,-9,2009-10-12,2009-10-18,OK
9,5,Natalie Coughlin,Natalie Coughlin,4,2,47,2009-10-19,2009-10-25,OK
9,6,Natalie Coughlin,Natalie Coughlin,8,5,0,2009-10-26,2009-11-01,OK
9,7,Natalie Coughlin,Natalie Coughlin,2,2,0,2009-11-02,2009-11-08,OK
9,8,Natalie Coughlin,Natalie Coughlin,1,1,0,2009-11-09,2009-11-15,OK
9,9,Natalie Coughlin,Natalie Coughlin,0,0,0,2009-11-16,2009-11-22,OK
9,10,Natalie Coughlin,Natalie Coughlin,1,1,0,2009-11-23,2009-11-29,OK
9,1,Tom DeLay,Tom DeLay,60,17,295,2009-09-21,2009-09-27,OK
9,2,Tom DeLay,Tom DeLay,174,9,1337,2009-09-28,2009-10-04,OK
9,3,Tom DeLay,Tom DeLay,119,20,-9945,2009-10-05,2009-10-11,OK
9,4,Tom DeLay,Tom DeLay,20,3,168,2009-10-12,2009-10-18,OK
9,5,Tom DeLay,Tom DeLay,16,6,32,2009-10-19,2009-10-25,OK
9,6,Tom DeLay,Tom DeLay,8,5,-6,2009-10-26,2009-11-01,OK
9,7,Tom DeLay,Tom DeLay,2,2,3935,2009-11-02,2009-11-08,OK
9,8,Tom DeLay,Tom DeLay,0,0,0,2009-11-09,2009-11-15,OK
9,9,Tom DeLay,Tom DeLay,2,2,0,2009-11-16,2009-11-22,OK
9,10,Tom DeLay,Tom DeLay,3,3,0,2009-11-23,2009-11-29,OK
10,1,Aiden Turner,Aiden Turner,6,5,41,2010-03-22,2010-03-28,OK
10,2,Aiden Turner,Aiden Turner,5,1,-7,2010-03-29,2010-04-04,OK
10,3,Aiden Turner,Aiden Turner,1,1,0,2010-04-05,2010-04-11,OK
10,4,Aiden Turner,Aiden Turner,6,5,127,2010-04-12,2010-04-18,OK
10,5,Aiden Turner,Aiden Turner,0,0,0,2010-04-19,2010-04-25,OK
10,6,Aiden Turner,Aiden Turner,0,0,0,2010-04-26,2010-05-02,OK
10,7,Aiden Turner,Aiden Turner,0,0,0,2010-05-03,2010-05-09,OK
10,8,Aiden Turner,Aiden Turner,0,0,0,2010-05-10,2010-05-16,OK
10,9,Aiden Turner,Aiden Turner,0,0,0,2010-05-17,2010-05-23,OK
10,10,Aiden Turner,Aiden Turner,3,2,-6,2010-05-24,2010-05-30,OK
10,1,Buzz Aldrin,Buzz Aldrin,7,3,424,2010-03-22,2010-03-28,OK
10,2,Buzz Aldrin,Buzz Aldrin,1,1,0,2010-03-29,2010-04-04,OK
10,3,Buzz Aldrin,Buzz Aldrin,3,3,0,2010-04-05,2010-04-11,OK
10,4,Buzz Aldrin,Buzz Aldrin,5,3,-68,2010-04-12,2010-04-18,OK
10,5,Buzz Aldrin,Buzz Aldrin,0,0,0,2010-04-19,2010-04-25,OK
10,6,Buzz Aldrin,Buzz Aldrin,1,1,0,2010-04-26,2010-05-02,OK
10,7,Buzz Aldrin,Buzz Aldrin,7,6,9,2010-05-03,2010-05-09,OK
10,8,Buzz Aldrin,Buzz Aldrin,2,2,-1060,2010-05-10,2010-05-16,OK
10,9,Buzz Aldrin,Buzz Aldrin,11,8,-23,2010-05-17,2010-05-23,OK
10,10,Buzz Aldrin,Buzz Aldrin,10,6,-90,2010-05-24,2010-05-30,OK
10,1,Chad Ochocinco,Chad Johnson,2,2,22,2010-03-22,2010-03-28,OK
10,2,Chad Ochocinco,Chad Johnson,23,13,165,2010-03-29,2010-04-04,OK
10,3,Chad Ochocinco,Chad Johnson,15,10,-263,2010-04-05,2010-04-11,OK
10,4,Chad Ochocinco,Chad Johnson,31,19,-1190,2010-04-12,2010-04-18,OK
10,5,Chad Ochocinco,Chad Johnson,10,9,9,2010-04-19,2010-04-25,OK
10,6,Chad Ochocinco,Chad Johnson,17,10,62,2010-04-26,2010-05-02,OK
10,7,Chad Ochocinco,Chad Johnson,2,2,0,2010-05-03,2010-05-09,OK
10,8,Chad Ochocinco,Chad Johnson,26,17,7,2010-05-10,2010-05-16,OK
10,9,Chad Ochocinco,Chad Johnson,23,16,-30,2010-05-17,2010-05-23,OK
10,10,Chad Ochocinco,Chad Johnson,21,13,112,2010-05-24,2010-05-30,OK
10,1,Erin Andrews,Erin Andrews,1,1,0,2010-03-22,2010-03-28,OK
10,2,Erin Andrews,Erin Andrews,9,4,799,2010-03-29,2010-04-04,OK
10,3,Erin Andrews,Erin Andrews,8,5,305,2010-04-05,2010-04-11,OK
10,4,Erin Andrews,Erin Andrews,5,5,22,2010-04-12,2010-04-18,OK
10,5,Erin Andrews,Erin Andrews,7,6,41,2010-04-19,2010-04-25,OK
10,6,Erin Andrews,Erin Andrews,16,10,-81,2010-04-26,2010-05-02,OK
10,7,Erin Andrews,Erin Andrews,6,6,-885,2010-05-03,2010-05-09,OK
10,8,Erin Andrews,Erin Andrews,8,6,-126,2010-05-10,2010-05-16,OK
10,9,Erin Andrews,Erin Andrews,10,7,-1685,2010-05-17,2010-05-23,OK
10,10,Erin Andrews,Erin Andrews,12,8,490,2010-05-24,2010-05-30,OK
10,1,Evan Lysacek,Evan Lysacek,15,10,322,2010-03-22,2010-03-28,OK
10,2,Evan Lysacek,Evan Lysacek,8,4,107,2010-03-29,2010-04-04,OK
10,3,Evan Lysacek,Evan Lysacek,10,7,-295,2010-04-05,2010-04-11,OK
10,4,Evan Lysacek,Evan Lysacek,27,11,-279,2010-04-12,2010-04-18,OK
10,5,Evan Lysacek,Evan Lysacek,6,5,3,2010-04-19,2010-04-25,OK
10,6,Evan Lysacek,Evan Lysacek,21,9,357,2010-04-26,2010-05-02,OK
10,7,Evan Lysacek,Evan Lysacek,26,13,-34,2010-05-03,2010-05-09,OK
10,8,Evan Lysacek,Evan Lysacek,10,5,339,2010-05-10,2010-05-16,OK
10,9,Evan Lysacek,Evan Lysacek,10,8,-2921,2010-05-17,2010-05-23,OK
10,10,Evan Lysacek,Evan Lysacek,15,5,-58,2010-05-24,2010-05-30,OK
10,1,Jake Pavelka,Jake Pavelka,0,0,0,2010-03-22,2010-03-28,OK
10,2,Jake Pavelka,Jake Pavelka,2,2,0,2010-03-29,2010-04-04,OK
10,3,Jake Pavelka,Jake Pavelka,0,0,0,2010-04-05,2010-04-11,OK
10,4,Jake Pavelka,Jake Pavelka,0,0,0,2010-04-12,2010-04-18,OK
10,5,Jake Pavelka,Jake Pavelka,0,0,0,2010-04-19,2010-04-25,OK
10,6,Jake Pavelka,Jake Pavelka,3,2,18,2010-04-26,2010-05-02,OK
10,7,Jake Pavelka,Jake Pavelka,0,0,0,2010-05-03,2010-05-09,OK
10,8,Jake Pavelka,Jake Pavelka,0,0,0,2010-05-10,2010-05-16,OK
10,9,Jake Pavelka,Jake Pavelka,0,0,0,2010-05-17,2010-05-23,OK
10,10,Jake Pavelka,Jake Pavelka,0,0,0,2010-05-24,2010-05-30,OK
10,1,Kate Gosselin,Kate Gosselin,27,18,18,2010-03-22,2010-03-28,OK
10,2,Kate Gosselin,Kate Gosselin,49,37,1845,2010-03-29,2010-04-04,OK
10,3,Kate Gosselin,Kate Gosselin,23,13,209,2010-04-05,2010-04-11,OK
10,4,Kate Gosselin,Kate Gosselin,10,6,631,2010-04-12,2010-04-18,OK
10,5,Kate Gosselin,Kate Gosselin,2,2,1,2010-04-19,2010-04-25,OK
10,6,Kate Gosselin,Kate Gosselin,1,1,0,2010-04-26,2010-05-02,OK
10,7,Kate Gosselin,Kate Gosselin,5,5,2896,2010-05-03,2010-05-09,OK
10,8,Kate Gosselin,Kate Gosselin,11,10,-442,2010-05-10,2010-05-16,OK
10,9,Kate Gosselin,Kate Gosselin,10,6,0,2010-05-17,2010-05-23,OK
10,10,Kate Gosselin,Kate Gosselin,22,10,420,2010-05-24,2010-05-30,OK
10,1,Nicole Scherzinger,Nicole Scherzinger,15,11,78,2010-03-22,2010-03-28,OK
10,2,Nicole Scherzinger,Nicole Scherzinger,14,12,-18,2010-03-29,2010-04-04,OK
10,3,Nicole Scherzinger,Nicole Scherzinger,30,21,12,2010-04-05,2010-04-11,OK
10,4,Nicole Scherzinger,Nicole Scherzinger,21,12,-19,2010-04-12,2010-04-18,OK
10,5,Nicole Scherzinger,Nicole Scherzinger,29,22,-963,2010-04-19,2010-04-25,OK
10,6,Nicole Scherzinger,Nicole Scherzinger,14,9,-376,2010-04-26,2010-05-02,OK
10,7,Nicole Scherzinger,Nicole Scherzinger,14,11,335,2010-05-03,2010-05-09,OK
10,8,Nicole Scherzinger,Nicole Scherzinger,21,14,-313,2010-05-10,2010-05-16,OK
10,9,Nicole Scherzinger,Nicole Scherzinger,45,20,88,2010-05-17,2010-05-23,OK
10,10,Nicole Scherzinger,Nicole Scherzinger,77,48,1771,2010-05-24,2010-05-30,OK
10,1,Niecy Nash,Niecy Nash,3,2,122,2010-03-22,2010-03-28,OK
10,2,Niecy Nash,Niecy Nash,1,1,0,2010-03-29,2010-04-04,OK
10,3,Niecy Nash,Niecy Nash,7,7,-15,2010-04-05,2010-04-11,OK
10,4,Niecy Nash,Niecy Nash,13,5,-1207,2010-04-12,2010-04-18,OK
10,5,Niecy Nash,Niecy Nash,12,5,-26,2010-04-19,2010-04-25,OK
10,6,Niecy Nash,Niecy Nash,6,4,-4,2010-04-26,2010-05-02,OK
10,7,Niecy Nash,Niecy Nash,8,4,-976,2010-05-03,2010-05-09,OK
10,8,Niecy Nash,Niecy Nash,9,8,-107,2010-05-10,2010-05-16,OK
10,9,Niecy Nash,Niecy Nash,0,0,0,2010-05-17,2010-05-23,OK
10,10,Niecy Nash,Niecy Nash,5,4,41,2010-05-24,2010-05-30,OK
10,1,Pamela Anderson,Pamela Anderson,40,26,93,2010-03-22,2010-03-28,OK
10,2,Pamela Anderson,Pamela Anderson,41,25,-490,2010-03-29,2010-04-04,OK
10,3,Pamela Anderson,Pamela Anderson,34,24,-389,2010-04-05,2010-04-11,OK
10,4,Pamela Anderson,Pamela Anderson,39,30,34539,2010-04-12,2010-04-18,OK
10,5,Pamela Anderson,Pamela Anderson,42,28,-381,2010-04-19,2010-04-25,OK
10,6,Pamela Anderson,Pamela Anderson,38,27,33602,2010-04-26,2010-05-02,OK
10,7,Pamela Anderson,Pamela Anderson,40,27,336,2010-05-03,2010-05-09,OK
10,8,Pamela Anderson,Pamela Anderson,31,26,-718,2010-05-10,2010-05-16,OK
10,9,Pamela Anderson,Pamela Anderson,30,21,34542,2010-05-17,2010-05-23,OK
10,10,Pamela Anderson,Pamela Anderson,15,12,-9422,2010-05-24,2010-05-30,OK
10,1,Shannen Doherty,Shannen Doherty,7,4,55,2010-03-22,2010-03-28,OK
10,2,Shannen Doherty,Shannen Doherty,10,9,-87,2010-03-29,2010-04-04,OK
10,3,Shannen Doherty,Shannen Doherty,15,9,205,2010-04-05,2010-04-11,OK
10,4,Shannen Doherty,Shannen Doherty,2,2,0,2010-04-12,2010-04-18,OK
10,5,Shannen Doherty,Shannen Doherty,3,2,24,2010-04-19,2010-04-25,OK
10,6,Shannen Doherty,Shannen Doherty,4,2,203,2010-04-26,2010-05-02,OK
10,7,Shannen Doherty,Shannen Doherty,35,4,-922,2010-05-03,2010-05-09,OK
10,8,Shannen Doherty,Shannen Doherty,2,2,20,2010-05-10,2010-05-16,OK
10,9,Shannen Doherty,Shannen Doherty,28,8,-45,2010-05-17,2010-05-23,OK
10,10,Shannen Doherty,Shannen Doherty,3,3,0,2010-05-24,2010-05-30,OK
11,1,Audrina Patridge,Audrina Patridge,13,9,6,2010-09-20,2010-09-26,OK
11,2,Audrina Patridge,Audrina Patridge,13,9,-213,2010-09-27,2010-10-03,OK
11,3,Audrina Patridge,Audrina Patridge,11,10,-36,2010-10-04,2010-10-10,OK
11,4,Audrina Patridge,Audrina Patridge,12,6,211,2010-10-11,2010-10-17,OK
11,5,Audrina Patridge,Audrina Patridge,4,4,654,2010-10-18,2010-10-24,OK
11,6,Audrina Patridge,Audrina Patridge,19,13,-3272,2010-10-25,2010-10-31,OK
11,7,Audrina Patridge,Audrina Patridge,0,0,0,2010-11-01,2010-11-07,OK
11,8,Audrina Patridge,Audrina Patridge,12,4,2502,2010-11-08,2010-11-14,OK
11,9,Audrina Patridge,Audrina Patridge,2,2,52,2010-11-15,2010-11-21,OK
11,10,Audrina Patridge,Audrina Patridge,1,1,0,2010-11-22,2010-11-28,OK
11,1,Brandy,Brandy,1,1,0,2010-09-20,2010-09-26,OK
11,2,Brandy,Brandy,1,1,0,2010-09-27,2010-10-03,OK
11,3,Brandy,Brandy,0,0,0,2010-10-04,2010-10-10,OK
11,4,Brandy,Brandy,1,1,0,2010-10-11,2010-10-17,OK
11,5,Brandy,Brandy,2,1,-10,2010-10-18,2010-10-24,OK
11,6,Brandy,Brandy,5,4,-69,2010-10-25,2010-10-31,OK
11,7,Brandy,Brandy,3,3,1,2010-11-01,2010-11-07,OK
11,8,Brandy,Brandy,2,2,21346,2010-11-08,2010-11-14,OK
11,9,Brandy,Brandy,13,7,67,2010-11-15,2010-11-21,OK
11,10,Brandy,Brandy,4,4,14,2010-11-22,2010-11-28,OK
11,1,Bristol Palin,Bristol Palin,30,17,489,2010-09-20,2010-09-26,OK
11,2,Bristol Palin,Bristol Palin,25,17,-14,2010-09-27,2010-10-03,OK
11,3,Bristol Palin,Bristol Palin,19,15,54,2010-10-04,2010-10-10,OK
11,4,Bristol Palin,Bristol Palin,40,19,-137,2010-10-11,2010-10-17,OK
11,5,Bristol Palin,Bristol Palin,27,14,-924,2010-10-18,2010-10-24,OK
11,6,Bristol Palin,Bristol Palin,14,13,-32,2010-10-25,2010-10-31,OK
11,7,Bristol Palin,Bristol Palin,30,19,112,2010-11-01,2010-11-07,OK
11,8,Bristol Palin,Bristol Palin,34,23,204,2010-11-08,2010-11-14,OK
11,9,Bristol Palin,Bristol Palin,62,33,658,2010-11-15,2010-11-21,OK
11,10,Bristol Palin,Bristol Palin,83,22,863,2010-11-22,2010-11-28,OK
11,1,David Hasselhoff,David Hasselhoff,23,17,-94,2010-09-20,2010-09-26,OK
11,2,David Hasselhoff,David Hasselhoff,16,14,-38,2010-09-27,2010-10-03,OK
11,3,David Hasselhoff,David Hasselhoff,28,18,-2217,2010-10-04,2010-10-10,OK
11,4,David Hasselhoff,David Hasselhoff,10,8,-21,2010-10-11,2010-10-17,OK
11,5,David Hasselhoff,David Hasselhoff,11,6,-26,2010-10-18,2010-10-24,OK
11,6,David Hasselhoff,David Hasselhoff,16,12,-151,2010-10-25,2010-10-31,OK
11,7,David Hasselhoff,David Hasselhoff,8,4,199,2010-11-01,2010-11-07,OK
11,8,David Hasselhoff,David Hasselhoff,25,17,227,2010-11-08,2010-11-14,OK
11,9,David Hasselhoff,David Hasselhoff,1,1,0,2010-11-15,2010-11-21,OK
11,10,David Hasselhoff,David Hasselhoff,19,8,-21,2010-11-22,2010-11-28,OK
11,1,Florence Henderson,Florence Henderson,8,6,52,2010-09-20,2010-09-26,OK
11,2,Florence Henderson,Florence Henderson,4,3,1,2010-09-27,2010-10-03,OK
11,3,Florence Henderson,Florence Henderson,5,3,1,2010-10-04,2010-10-10,OK
11,4,Florence Henderson,Florence Henderson,1,1,0,2010-10-11,2010-10-17,OK
11,5,Florence Henderson,Florence Henderson,19,10,-18,2010-10-18,2010-10-24,OK
11,6,Florence Henderson,Florence Henderson,0,0,0,2010-10-25,2010-10-31,OK
11,7,Florence Henderson,Florence Henderson,1,1,0,2010-11-01,2010-11-07,OK
11,8,Florence Henderson,Florence Henderson,0,0,0,2010-11-08,2010-11-14,OK
11,9,Florence Henderson,Florence Henderson,1,1,0,2010-11-15,2010-11-21,OK
11,10,Florence Henderson,Florence Henderson,1,1,0,2010-11-22,2010-11-28,OK
11,1,Jennifer Grey,Jennifer Grey,10,9,-126,2010-09-20,2010-09-26,OK
11,2,Jennifer Grey,Jennifer Grey,2,2,6,2010-09-27,2010-10-03,OK
11,3,Jennifer Grey,Jennifer Grey,5,4,29,2010-10-04,2010-10-10,OK
11,4,Jennifer Grey,Jennifer Grey,12,9,366,2010-10-11,2010-10-17,OK
11,5,Jennifer Grey,Jennifer Grey,0,0,0,2010-10-18,2010-10-24,OK
11,6,Jennifer Grey,Jennifer Grey,8,5,-66,2010-10-25,2010-10-31,OK
11,7,Jennifer Grey,Jennifer Grey,12,9,36,2010-11-01,2010-11-07,OK
11,8,Jennifer Grey,Jennifer Grey,4,3,2,2010-11-08,2010-11-14,OK
11,9,Jennifer Grey,Jennifer Grey,8,7,18,2010-11-15,2010-11-21,OK
11,10,Jennifer Grey,Jennifer Grey,55,37,-927,2010-11-22,2010-11-28,OK
11,1,Kurt Warner,Kurt Warner,12,9,112,2010-09-20,2010-09-26,OK
11,2,Kurt Warner,Kurt Warner,9,9,2,2010-09-27,2010-10-03,OK
11,3,Kurt Warner,Kurt Warner,2,2,0,2010-10-04,2010-10-10,OK
11,4,Kurt Warner,Kurt Warner,6,5,-213,2010-10-11,2010-10-17,OK
11,5,Kurt Warner,Kurt Warner,6,6,11,2010-10-18,2010-10-24,OK
